Posting Date;Prod. Order No.;No.;lot size;good pcs;scrap pcs;Value Entry - User ID;Posted in NAV;Expected time;Dev - minutes
20.08.2025;WO072882;E-LINE;24.00;120;0;HR-ELINE;332.93;300.00;-32.93
20.08.2025;WO072014;F-LINE;13.00;74;0;HR-ELINE;4.52;341.54;337.02
20.08.2025;WO073235;G-LINE;16.00;63;1;HR-ELINE;364.72;236.25;-128.47
20.08.2025;WO073235;G-LINE;16.00;100;0;HR-ELINE;2.61;375.00;372.39
20.08.2025;WO073765;GS-MTM;1.50;4;0;HR-GS-SPINNER;0.30;160.00;159.70
19.08.2025;WO072949;F-LINE;13.00;5;0;HR-ELINE;0.43;23.08;22.65
19.08.2025;WO073274;GS-SOK;3.00;3;0;HR-GS-SPINNER;60.00;60.00;0.00
19.08.2025;WO073245;B-LINE;108.00;153;3;HR-BLINE;98.52;85.00;-13.52
19.08.2025;WO072802;E-LINE;23.00;50;0;HR-ELINE;153.97;130.43;-23.54
19.08.2025;WO072882;E-LINE;24.00;80;0;HR-ELINE;270.58;200.00;-70.58
19.08.2025;WO072014;F-LINE;13.00;71;0;HR-ELINE;0.45;327.69;327.24
19.08.2025;WO072014;F-LINE;13.00;74;0;HR-ELINE;410.58;341.54;-69.04
19.08.2025;WO072014;F-LINE;13.00;76;28;HR-ELINE;455.68;350.77;-104.91
19.08.2025;WO073185;G-LINE;16.00;22;0;HR-ELINE;99.48;82.50;-16.98
19.08.2025;WO073185;G-LINE;16.00;71;0;HR-ELINE;0.34;266.25;265.91
19.08.2025;WO073532;G-LINE;16.00;50;0;HR-ELINE;217.66;187.50;-30.16
19.08.2025;WO073235;G-LINE;16.00;20;5;HR-ELINE;137.94;75.00;-62.94
19.08.2025;WO073235;G-LINE;16.00;41;6;HR-ELINE;360.26;153.75;-206.51
19.08.2025;WO073765;GS-MTM;1.50;4;0;HR-GS-SPINNER;0.25;160.00;159.75
19.08.2025;WO073765;GS-MTM;1.50;8;0;HR-GS-SPINNER;0.19;320.00;319.81
19.08.2025;WO073476;GS-SOK;3.00;1;0;HR-GS-SPINNER;20.00;20.00;0.00
19.08.2025;WO073542;GS-SOK;3.00;4;0;HR-GS-SPINNER;80.00;80.00;0.00
19.08.2025;WO073479;GS-SOK;3.00;2;0;HR-GS-SPINNER;40.00;40.00;0.00
18.08.2025;WO073822;F-LINE;13.00;2;0;HR-ELINE;0.29;9.23;8.94
18.08.2025;WO073822;F-LINE;13.00;56;4;HR-ELINE;404.96;258.46;-146.50
18.08.2025;WO073822;F-LINE;13.00;58;0;HR-ELINE;253.94;267.69;13.75
18.08.2025;WO074244;B-LINE;108.00;145;3;HR-BLINE;270.02;80.56;-189.46
18.08.2025;WO074244;B-LINE;108.00;380;2;HR-BLINE;249.20;211.11;-38.09
18.08.2025;WO073245;B-LINE;108.00;47;3;HR-BLINE;102.74;26.11;-76.63
18.08.2025;WO073033;E-LINE;25.00;50;0;HR-ELINE;168.31;120.00;-48.31
18.08.2025;WO073022;E-LINE;25.00;26;0;HR-ELINE;84.41;62.40;-22.01
18.08.2025;WO073185;G-LINE;16.00;25;0;HR-ELINE;35.47;93.75;58.28
18.08.2025;WO073185;G-LINE;16.00;92;0;HR-ELINE;434.47;345.00;-89.47
18.08.2025;WO073549;GS-DUAL;2.00;2;0;HR-GS-SPINNER;0.40;60.00;59.60
18.08.2025;WO073565;GS-LINE;1.50;2;0;HR-GS-SPINNER;0.41;80.00;79.59
18.08.2025;WO073561;GS-LINE;1.20;2;0;HR-GS-SPINNER;1.76;100.00;98.24
03.08.2025;WO074509;B-LINE;108.00;296;0;HR-BLINE;187.71;164.44;-23.27
03.08.2025;WO074509;B-LINE;108.00;765;2;HR-BLINE;467.26;425.00;-42.26
02.08.2025;WO073709;C-LINE;23.00;210;0;HR-BLINE;0.33;547.83;547.50
02.08.2025;WO074509;B-LINE;108.00;710;0;HR-BLINE;458.47;394.44;-64.03
02.08.2025;WO074509;B-LINE;108.00;730;2;HR-BLINE;422.30;405.56;-16.74
02.08.2025;WO074509;B-LINE;108.00;780;0;HR-BLINE;448.36;433.33;-15.03
01.08.2025;WO074509;B-LINE;108.00;750;2;HR-BLINE;428.42;416.67;-11.75
31.07.2025;WO072747;B-LINE;110.00;10;0;HR-BLINE;1.23;5.45;4.22
31.07.2025;WO072895;G-LINE;15.00;60;0;HR-CPLINE;1.24;240.00;238.76
31.07.2025;WO073465;B-LINE;108.00;60;0;HR-BLINE;0.80;33.33;32.53
31.07.2025;WO073465;B-LINE;108.00;140;0;HR-BLINE;137.48;77.78;-59.70
31.07.2025;WO073466;B-LINE;108.00;150;0;HR-BLINE;433.34;83.33;-350.01
31.07.2025;WO073468;B-LINE;108.00;250;2;HR-BLINE;0.66;138.89;138.23
31.07.2025;WO073468;B-LINE;108.00;350;4;HR-BLINE;123.77;194.44;70.67
31.07.2025;WO073469;B-LINE;108.00;365;2;HR-BLINE;222.73;202.78;-19.95
31.07.2025;WO073469;B-LINE;108.00;435;5;HR-BLINE;227.59;241.67;14.08
31.07.2025;WO073822;F-LINE;13.00;30;0;HR-CPLINE;0.52;138.46;137.94
31.07.2025;WO073822;F-LINE;13.00;49;0;HR-CPLINE;2.30;226.15;223.85
31.07.2025;WO074276;B-LINE;108.00;285;2;HR-BLINE;192.46;158.33;-34.13
31.07.2025;WO074281;B-LINE;108.00;90;0;HR-BLINE;34.67;50.00;15.33
31.07.2025;WO074281;B-LINE;108.00;435;4;HR-BLINE;260.01;241.67;-18.34
31.07.2025;WO074509;B-LINE;108.00;135;1;HR-BLINE;1.41;75.00;73.59
30.07.2025;WO072972;C-LINE;51.00;6;5;HR-BLINE;25.57;7.06;-18.51
30.07.2025;WO073310;A-LINE;100.00;300;6;HR-BLINE;194.20;180.00;-14.20
30.07.2025;WO074273;B-LINE;108.00;525;0;HR-BLINE;456.26;291.67;-164.59
30.07.2025;WO074276;B-LINE;108.00;240;0;HR-BLINE;0.35;133.33;132.98
30.07.2025;WO074284;B-LINE;108.00;180;2;HR-BLINE;172.35;100.00;-72.35
30.07.2025;WO074287;B-LINE;108.00;525;5;HR-BLINE;293.55;291.67;-1.88
29.07.2025;WO072749;C-LINE;21.00;225;0;HR-BLINE;0.33;642.86;642.53
29.07.2025;WO072761;G-LINE;16.50;4;0;HR-CPLINE;0.25;14.55;14.30
29.07.2025;WO073247;D-LINE;7.00;80;0;HR-CPLINE;0.68;685.71;685.03
29.07.2025;WO073338;G-LINE;16.00;15;0;HR-CPLINE;0.23;56.25;56.02
29.07.2025;WO073593;G-LINE;16.50;4;0;HR-CPLINE;0.24;14.55;14.31
29.07.2025;WO073675;GS-MTM;7.00;12;0;HR-CPLINE;2.72;102.86;100.14
29.07.2025;WO073822;F-LINE;13.00;15;0;HR-CPLINE;0.42;69.23;68.81
29.07.2025;WO073822;F-LINE;13.00;40;0;HR-CPLINE;0.50;184.62;184.12
29.07.2025;WO073822;F-LINE;13.00;60;0;HR-CPLINE;0.46;276.92;276.46
29.07.2025;WO074280;B-LINE;108.00;355;5;HR-BLINE;178.31;197.22;18.91
29.07.2025;WO074284;B-LINE;108.00;345;5;HR-BLINE;231.33;191.67;-39.66
28.07.2025;WO073277;F-LINE;13.00;2;0;HR-CPLINE;0.25;9.23;8.98
28.07.2025;WO074256;B-LINE;108.00;85;5;HR-BLINE;95.08;47.22;-47.86
28.07.2025;WO074260;B-LINE;108.00;525;0;HR-BLINE;310.57;291.67;-18.90
28.07.2025;WO074266;B-LINE;108.00;75;3;HR-BLINE;25.33;41.67;16.34
28.07.2025;WO074266;B-LINE;108.00;450;0;HR-BLINE;211.96;250.00;38.04
28.07.2025;WO074280;B-LINE;108.00;170;0;HR-BLINE;118.59;94.44;-24.15
27.07.2025;WO074256;B-LINE;108.00;440;5;HR-BLINE;358.07;244.44;-113.63
27.07.2025;WO074269;B-LINE;108.00;450;5;HR-BLINE;318.97;250.00;-68.97
27.07.2025;WO074272;B-LINE;108.00;245;0;HR-BLINE;189.94;136.11;-53.83
27.07.2025;WO074272;B-LINE;108.00;280;2;HR-BLINE;137.90;155.56;17.66
27.07.2025;WO074275;B-LINE;108.00;85;0;HR-BLINE;49.56;47.22;-2.34
27.07.2025;WO074275;B-LINE;108.00;440;6;HR-BLINE;273.59;244.44;-29.15
26.07.2025;WO072854;G-LINE;17.00;120;0;HR-ELINE;730.63;423.53;-307.10
26.07.2025;WO073501;G-LINE;16.50;60;0;HR-GS-SPINNER;0.31;218.18;217.87
26.07.2025;WO073810;G-LINE;16.00;24;0;HR-GS-SPINNER;0.37;90.00;89.63
26.07.2025;WO073822;F-LINE;13.00;10;0;HR-CPLINE;0.42;46.15;45.73
26.07.2025;WO073822;F-LINE;13.00;79;0;HR-ELINE;387.04;364.62;-22.42
26.07.2025;WO074246;B-LINE;108.00;465;3;HR-BLINE;319.12;258.33;-60.79
26.07.2025;WO074251;B-LINE;108.00;225;2;HR-BLINE;145.82;125.00;-20.82
26.07.2025;WO074251;B-LINE;108.00;300;0;HR-BLINE;93.14;166.67;73.53
26.07.2025;WO074258;B-LINE;108.00;25;0;HR-BLINE;0.43;13.89;13.46
26.07.2025;WO074258;B-LINE;108.00;500;5;HR-BLINE;293.14;277.78;-15.36
26.07.2025;WO074265;B-LINE;108.00;525;2;HR-BLINE;372.16;291.67;-80.49
26.07.2025;WO074269;B-LINE;108.00;75;0;HR-BLINE;51.90;41.67;-10.23
25.07.2025;WO072760;E-LINE;20.00;10;0;HR-ELINE;0.38;30.00;29.62
25.07.2025;WO072898;F-LINE;11.00;21;1;HR-ELINE;233.55;114.55;-119.00
25.07.2025;WO073021;E-LINE;25.00;16;0;HR-ELINE;0.43;38.40;37.97
25.07.2025;WO073029;F-LINE;12.50;24;0;HR-ELINE;0.27;115.20;114.93
25.07.2025;WO073039;E-LINE;25.00;20;0;HR-ELINE;49.18;48.00;-1.18
25.07.2025;WO073039;E-LINE;25.00;30;0;HR-ELINE;0.34;72.00;71.66
25.07.2025;WO073074;G-LINE;16.50;12;0;HR-ELINE;50.25;43.64;-6.61
25.07.2025;WO073196;F-LINE;12.50;55;0;HR-ELINE;277.85;264.00;-13.85
25.07.2025;WO073196;F-LINE;12.50;85;0;HR-ELINE;0.28;408.00;407.72
25.07.2025;WO073204;G-LINE;16.50;1;0;HR-ELINE;28.72;3.64;-25.08
25.07.2025;WO073204;G-LINE;16.50;59;0;HR-ELINE;0.28;214.55;214.27
25.07.2025;WO073290;G-LINE;16.50;6;11;HR-ELINE;132.01;21.82;-110.19
25.07.2025;WO073290;G-LINE;16.50;11;0;HR-ELINE;0.41;40.00;39.59
25.07.2025;WO073378;F-LINE;13.50;2;0;HR-ELINE;0.28;8.89;8.61
25.07.2025;WO073527;F-LINE;13.00;3;0;HR-ELINE;52.92;13.85;-39.07
25.07.2025;WO073527;F-LINE;13.00;7;0;HR-ELINE;0.53;32.31;31.78
25.07.2025;WO073554;GS-SOK;3.00;22;0;HR-GS-SPINNER;1.08;440.00;438.92
25.07.2025;WO073554;GS-SOK;3.00;40;0;HR-GS-SPINNER;11.36;800.00;788.64
25.07.2025;WO073587;G-LINE;10.00;1;0;HR-ELINE;65.38;6.00;-59.38
25.07.2025;WO073587;G-LINE;10.00;7;0;HR-ELINE;144.41;42.00;-102.41
25.07.2025;WO073822;F-LINE;13.00;1;0;HR-ELINE;75.50;4.62;-70.88
25.07.2025;WO074243;B-LINE;108.00;525;16;HR-BLINE;290.89;291.67;0.78
25.07.2025;WO074246;B-LINE;108.00;60;2;HR-BLINE;43.18;33.33;-9.85
25.07.2025;WO074261;B-LINE;108.00;31;0;HR-BLINE;50.72;17.22;-33.50
25.07.2025;WO074261;B-LINE;108.00;280;0;HR-BLINE;129.93;155.56;25.63
24.07.2025;WO072907;E-LINE;22.00;96;0;HR-ELINE;0.35;261.82;261.47
24.07.2025;WO072919;F-LINE;15.00;31;6;HR-ELINE;1.36;124.00;122.64
24.07.2025;WO072939;E-LINE;20.00;60;0;HR-ELINE;0.35;180.00;179.65
24.07.2025;WO073234;G-LINE;16.00;63;0;HR-ELINE;259.74;236.25;-23.49
24.07.2025;WO073236;G-LINE;16.00;36;0;HR-ELINE;148.14;135.00;-13.14
24.07.2025;WO073236;G-LINE;16.00;76;0;HR-ELINE;0.82;285.00;284.18
24.07.2025;WO073251;F-LINE;13.00;4;0;HR-ELINE;0.29;18.46;18.17
24.07.2025;WO073251;F-LINE;13.00;58;0;HR-ELINE;359.19;267.69;-91.50
24.07.2025;WO073251;F-LINE;13.00;59;0;HR-ELINE;0.30;272.31;272.01
24.07.2025;WO073290;G-LINE;16.50;43;0;HR-ELINE;0.22;156.36;156.14
24.07.2025;WO073392;F-LINE;13.00;80;0;HR-ELINE;318.58;369.23;50.65
24.07.2025;WO073554;GS-SOK;3.00;38;0;HR-GS-SPINNER;4.36;760.00;755.64
23.07.2025;WO071710;GS-LINE;1.50;2;0;HR-GS-SPINNER;0.38;80.00;79.62
23.07.2025;WO072830;GS-LINE;1.50;2;0;HR-GS-SPINNER;0.38;80.00;79.62
23.07.2025;WO072853;GS-MTM;7.00;8;0;HR-ELINE;594.24;68.57;-525.67
23.07.2025;WO072920;F-LINE;12.50;20;0;HR-ELINE;0.27;96.00;95.73
23.07.2025;WO072973;B-LINE;55.00;65;4;HR-BLINE;0.47;70.91;70.44
23.07.2025;WO072973;B-LINE;55.00;335;9;HR-BLINE;310.10;365.45;55.35
23.07.2025;WO072974;B-LINE;55.00;145;5;HR-BLINE;0.52;158.18;157.66
23.07.2025;WO073232;GS-MTM;7.00;80;0;HR-ELINE;0.40;685.71;685.31
23.07.2025;WO073233;F-LINE;13.00;35;0;HR-ELINE;0.99;161.54;160.55
23.07.2025;WO073233;F-LINE;13.00;77;0;HR-ELINE;454.01;355.38;-98.63
23.07.2025;WO073234;G-LINE;16.00;60;0;HR-ELINE;1.59;225.00;223.41
23.07.2025;WO073234;G-LINE;16.00;101;3;HR-ELINE;343.74;378.75;35.01
23.07.2025;WO073248;G-LINE;16.00;21;0;HR-ELINE;1.58;78.75;77.17
23.07.2025;WO073248;G-LINE;16.00;100;0;HR-ELINE;444.37;375.00;-69.37
23.07.2025;WO073251;F-LINE;13.00;1;0;HR-ELINE;248.37;4.62;-243.75
23.07.2025;WO073251;F-LINE;13.00;57;0;HR-ELINE;340.73;263.08;-77.65
23.07.2025;WO073269;GS-LINE;1.50;2;0;HR-GS-SPINNER;0.85;80.00;79.15
23.07.2025;WO073444;E-LINE;23.00;135;0;HR-ELINE;0.89;352.17;351.28
23.07.2025;WO073525;GS-LINE;1.20;2;0;HR-GS-SPINNER;0.43;100.00;99.57
23.07.2025;WO073553;GS-LINE;1.50;2;0;HR-GS-SPINNER;0.50;80.00;79.50
23.07.2025;WO073558;GS-LINE;1.50;2;0;HR-GS-SPINNER;0.57;80.00;79.43
23.07.2025;WO073560;GS-LINE;1.20;2;0;HR-GS-SPINNER;1.66;100.00;98.34
23.07.2025;WO073568;GS-LINE;1.20;2;0;HR-GS-SPINNER;0.50;100.00;99.50
23.07.2025;WO073591;F-LINE;13.00;10;0;HR-ELINE;0.38;46.15;45.77
23.07.2025;WO073779;GS-DUAL;2.00;2;0;HR-GS-SPINNER;0.91;60.00;59.09
23.07.2025;WO074032;GS-LINE;1.50;3;0;HR-CPLINE;0.80;120.00;119.20
22.07.2025;WO072049;A-LINE;100.00;160;0;HR-BLINE;357.31;96.00;-261.31
22.07.2025;WO072358;B-LINE;55.00;100;0;HR-BLINE;239.90;109.09;-130.81
22.07.2025;WO072858;F-LINE;13.00;39;0;HR-ELINE;250.55;180.00;-70.55
22.07.2025;WO072974;B-LINE;55.00;55;11;HR-BLINE;116.10;60.00;-56.10
22.07.2025;WO073014;B-LINE;55.00;10;0;HR-BLINE;0.76;10.91;10.15
22.07.2025;WO073014;B-LINE;55.00;410;5;HR-BLINE;136.32;447.27;310.95
22.07.2025;WO073014;B-LINE;55.00;680;10;HR-BLINE;466.01;741.82;275.81
22.07.2025;WO073084;B-LINE;55.00;250;0;HR-BLINE;247.04;272.73;25.69
22.07.2025;WO073137;B-LINE;55.00;100;0;HR-BLINE;85.48;109.09;23.61
22.07.2025;WO073233;F-LINE;13.00;27;0;HR-ELINE;8.18;124.62;116.44
22.07.2025;WO073233;F-LINE;13.00;61;0;HR-ELINE;201.62;281.54;79.92
22.07.2025;WO073248;G-LINE;16.00;100;0;HR-ELINE;351.08;375.00;23.92
22.07.2025;WO073248;G-LINE;16.00;105;0;HR-ELINE;202.09;393.75;191.66
22.07.2025;WO073251;F-LINE;13.00;21;0;HR-ELINE;202.95;96.92;-106.03
22.07.2025;WO073251;F-LINE;13.00;39;0;HR-ELINE;439.13;180.00;-259.13
22.07.2025;WO073269;GS-LINE;1.50;2;0;HR-GS-SPINNER;0.42;80.00;79.58
22.07.2025;WO073330;E-LINE;19.00;10;0;HR-GS-SPINNER;0.41;31.58;31.17
22.07.2025;WO073330;E-LINE;19.00;40;0;HR-GS-SPINNER;0.51;126.32;125.81
22.07.2025;WO073331;A-LINE;100.00;300;10;HR-BLINE;1.12;180.00;178.88
22.07.2025;WO073439;GS-LINE;1.20;1;0;HR-GS-SPINNER;0.55;50.00;49.45
22.07.2025;WO073444;E-LINE;23.00;40;0;HR-ELINE;385.48;104.35;-281.13
22.07.2025;WO073444;E-LINE;23.00;85;0;HR-ELINE;40.69;221.74;181.05
22.07.2025;WO073621;GS-DUAL;2.00;2;0;HR-GS-SPINNER;3.16;60.00;56.84
22.07.2025;WO074032;GS-LINE;1.50;1;0;HR-GS-SPINNER;0.52;40.00;39.48
21.07.2025;WO072811;B-LINE;55.00;160;5;HR-BLINE;66.24;174.55;108.31
21.07.2025;WO072811;B-LINE;55.00;542;8;HR-BLINE;331.06;591.27;260.21
21.07.2025;WO072812;B-LINE;55.00;170;6;HR-BLINE;129.44;185.45;56.01
21.07.2025;WO072812;B-LINE;55.00;532;5;HR-BLINE;404.13;580.36;176.23
21.07.2025;WO072858;F-LINE;13.00;71;2;HR-ELINE;449.25;327.69;-121.56
21.07.2025;WO072876;G-LINE;16.00;30;0;HR-ELINE;0.38;112.50;112.12
21.07.2025;WO073184;F-LINE;13.00;44;0;HR-ELINE;34.48;203.08;168.60
21.07.2025;WO073199;G-LINE;16.00;20;0;HR-ELINE;137.30;75.00;-62.30
21.07.2025;WO073243;B-LINE;55.00;293;15;HR-BLINE;2.73;319.64;316.91
21.07.2025;WO073248;G-LINE;16.00;10;4;HR-ELINE;151.32;37.50;-113.82
21.07.2025;WO073269;GS-LINE;1.50;6;0;HR-GS-SPINNER;0.53;240.00;239.47
21.07.2025;WO073269;GS-LINE;1.50;14;0;HR-GS-SPINNER;0.57;560.00;559.43
21.07.2025;WO073307;B-LINE;55.00;108;0;HR-BLINE;68.32;117.82;49.50
21.07.2025;WO073307;B-LINE;55.00;192;0;HR-BLINE;77.52;209.45;131.93
21.07.2025;WO073330;E-LINE;19.00;50;0;HR-GS-SPINNER;0.46;157.89;157.43
21.07.2025;WO073409;G-LINE;15.00;35;0;HR-ELINE;154.61;140.00;-14.61
21.07.2025;WO073409;G-LINE;15.00;73;0;HR-ELINE;297.42;292.00;-5.42
21.07.2025;WO073444;E-LINE;23.00;140;0;HR-ELINE;266.15;365.22;99.07
21.07.2025;WO073536;F-LINE;13.00;4;0;HR-ELINE;0.36;18.46;18.10
20.07.2025;WO073240;B-LINE;55.00;150;12;HR-BLINE;0.53;163.64;163.11
20.07.2025;WO073240;B-LINE;55.00;552;15;HR-BLINE;414.51;602.18;187.67
20.07.2025;WO073242;B-LINE;55.00;75;0;HR-BLINE;45.36;81.82;36.46
20.07.2025;WO073242;B-LINE;55.00;425;12;HR-BLINE;241.06;463.64;222.58
20.07.2025;WO073243;B-LINE;55.00;260;3;HR-BLINE;0.42;283.64;283.22
19.07.2025;WO072626;B-LINE;108.00;410;2;HR-BLINE;264.24;227.78;-36.46
19.07.2025;WO072797;GS-MTM;7.00;37;0;HR-ELINE;227.63;317.14;89.51
19.07.2025;WO073135;B-LINE;108.00;190;0;HR-BLINE;48.92;105.56;56.64
19.07.2025;WO073135;B-LINE;108.00;210;2;HR-BLINE;164.18;116.67;-47.51
19.07.2025;WO073184;F-LINE;13.00;56;3;HR-ELINE;197.85;258.46;60.61
19.07.2025;WO073330;E-LINE;19.00;50;0;HR-GS-SPINNER;0.52;157.89;157.37
19.07.2025;WO073402;B-LINE;108.00;150;0;HR-BLINE;97.34;83.33;-14.01
19.07.2025;WO073529;F-LINE;13.00;12;0;HR-ELINE;90.06;55.38;-34.68
19.07.2025;WO073536;F-LINE;13.00;8;0;HR-ELINE;58.71;36.92;-21.79
19.07.2025;WO073550;GS-DUAL;2.00;2;0;HR-GS-SPINNER;0.49;60.00;59.51
19.07.2025;WO073551;GS-LINE;1.20;1;0;HR-GS-SPINNER;0.45;50.00;49.55
19.07.2025;WO073578;B-LINE;108.00;250;2;HR-BLINE;153.85;138.89;-14.96
19.07.2025;WO073733;G-LINE;16.00;70;0;HR-ELINE;1.75;262.50;260.75
18.07.2025;WO072193;B-LINE;108.00;150;4;HR-BLINE;89.33;83.33;-6.00
18.07.2025;WO072534;B-LINE;108.00;55;0;HR-BLINE;2.81;30.56;27.75
18.07.2025;WO072534;B-LINE;108.00;225;1;HR-BLINE;152.85;125.00;-27.85
18.07.2025;WO072534;B-LINE;108.00;720;2;HR-BLINE;462.36;400.00;-62.36
18.07.2025;WO072626;B-LINE;108.00;140;0;HR-BLINE;216.92;77.78;-139.14
18.07.2025;WO072797;GS-MTM;7.00;43;0;HR-ELINE;0.69;368.57;367.88
18.07.2025;WO072934;G-LINE;16.00;176;0;HR-ELINE;0.46;660.00;659.54
18.07.2025;WO072949;F-LINE;13.00;67;0;HR-ELINE;0.67;309.23;308.56
18.07.2025;WO072949;F-LINE;13.00;78;0;HR-ELINE;395.05;360.00;-35.05
18.07.2025;WO073094;G-LINE;12.00;26;0;HR-GS-SPINNER;0.45;130.00;129.55
18.07.2025;WO073094;GS-SOK;3.00;11;0;HR-GS-SPINNER;1.19;220.00;218.81
18.07.2025;WO073094;GS-SOK;3.00;15;0;HR-GS-SPINNER;0.94;300.00;299.06
18.07.2025;WO073134;B-LINE;108.00;250;2;HR-BLINE;203.44;138.89;-64.55
18.07.2025;WO073184;F-LINE;13.00;67;0;HR-ELINE;1.59;309.23;307.64
18.07.2025;WO073184;F-LINE;13.00;93;0;HR-ELINE;0.72;429.23;428.51
18.07.2025;WO073258;GS-SOK;3.00;9;0;HR-GS-SPINNER;1.55;180.00;178.45
18.07.2025;WO073330;E-LINE;19.00;100;0;HR-GS-SPINNER;41.62;315.79;274.17
18.07.2025;WO073733;G-LINE;16.00;6;0;HR-ELINE;0.34;22.50;22.16
17.07.2025;WO072132;GS-MTM;7.00;18;0;HR-CPLINE;1.44;154.29;152.85
17.07.2025;WO072934;G-LINE;16.00;54;0;HR-ELINE;0.24;202.50;202.26
17.07.2025;WO072949;F-LINE;13.00;60;9;HR-ELINE;167.16;276.92;109.76
17.07.2025;WO072949;F-LINE;13.00;90;0;HR-CPLINE;0.41;415.38;414.97
17.07.2025;WO073189;G-LINE;16.00;90;4;HR-ELINE;172.79;337.50;164.71
17.07.2025;WO073189;G-LINE;16.00;210;0;HR-ELINE;1.55;787.50;785.95
17.07.2025;WO073223;E-LINE;12.00;100;0;HR-ELINE;0.46;500.00;499.54
17.07.2025;WO073258;G-LINE;12.00;60;0;HR-GS-SPINNER;0.34;300.00;299.66
17.07.2025;WO073258;GS-SOK;3.00;20;0;HR-GS-SPINNER;1.02;400.00;398.98
